year,single_parent,basic_beneficiaries,multicultural_hh,academy_cnt,grdp,population,district_강남구,district_강동구,district_강북구,district_강서구,district_관악구,district_광진구,district_구로구,district_금천구,district_노원구,district_도봉구,district_동대문구,district_동작구,district_마포구,district_서대문구,district_서초구,district_성동구,district_성북구,district_송파구,district_양천구,district_영등포구,district_용산구,district_은평구,district_종로구,district_중구,district_중랑구,child_user
2023,267.731708399649,5487.607258511907,1157.6284224182118,171.667363147069,35536036.77279765,8778.07087558598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,260.30197
2024,248.88981834234266,5796.695557973547,1137.6091378526976,180.4634633794713,36818058.10459824,8533.17035402113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,264.4775
2025,231.37394537525591,6123.193189474372,1117.9360539736506,189.71026884716156,38146330.477439225,8295.10234341601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,264.4775
2026,215.0907697030706,6468.080729899951,1098.6031838081137,199.43087333076406,39522522.474162616,8063.676222673875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,265.3261
2027,199.95353900555054,6832.393986918184,1079.6046439180063,209.64955391799995,40948362.8744976,7838.706688860321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,265.3261
2028,185.881606244833,7217.227109841258,1060.9346526096579,220.39183163540918,42425642.82676292,7620.013608831206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,273.60352
2029,172.79999999999998,7623.735875706219,1042.5875281743054,231.68453518679408,43956218.0979169,7407.421875000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,269.20068
2030,160.6390250397894,8053.141160443326,1024.5576871590188,243.55586795757048,45542011.40478184,7200.761265129126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,256.38458
2023,330.2277850781324,6419.641671110308,1353.4117280039538,92.90470366778912,74864008.20508374,6464.550334855391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,137.38747
2024,320.7364412870859,6828.798539429321,1380.3491375272408,95.79671435737748,77877702.7085486,6312.750911159962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,146.37833
2025,311.51789588257896,7264.033084894394,1407.8226913862172,98.7787498304106,81012715.24958546,6164.5160145918135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,154.22374
2026,302.56430814560093,7727.007372346647,1435.8430606421985,101.8536124491562,84273929.55686136,6019.7619435575425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,156.54655
2027,293.86806271358626,8219.489398590407,1464.4211287462276,105.02419181001879,87666425.9564016,5878.406961929706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,157.14719
2028,285.4217631032626,8743.359843983491,1493.5679957663394,108.29346745903267,91195489.28573154,5740.3712528941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,163.06068
2029,277.2182254196642,9300.619254341167,1523.2949826989627,111.66451169188451,94866617.1266068,5605.576873880787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165.92923
2030,269.2504722459592,9893.395680579857,1553.6136358661313,115.14049244109773,98685528.36915694,5473.947712553426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165.92923
2023,501.04597565456515,9409.199876172359,2281.1278533994764,110.26849608780553,18633265.73149956,14251.158648361321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300.84344
2024,478.18489470406683,10018.449961498465,2303.4724584129717,114.92572050535337,19494334.005026426,13841.445022883097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300.84344
2025,456.3668897338565,10667.149274320507,2326.035938213545,119.77964425267287,20395193.401717555,13443.510457553206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,323.43616
2026,435.54436861550386,11357.852170538483,2348.820436771625,124.83857498747258,21337682.72289841,13057.016310331577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,332.16602
2027,415.67191069296507,12093.278401789596,2371.828119058732,130.1111712439824,22323725.74337711,12681.633674966039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,331.3796
2028,396.70616770543614,12876.323824899458,2395.0611712531936,135.60645725233337,23355335.138183396,12317.04310109333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,331.3796
2029,378.6057692307691,13710.071804775285,2418.5218009478676,141.3338383838383,24434616.590767417,11962.93432238706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,337.64056
2030,361.331232443196,14597.805355641705,2442.2122373599136,147.3031172486088,25563773.091043968,11619.005992521286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,341.47455
2023,529.4098259809423,10527.361424719711,2181.602631132783,164.21667957681075,17852258.28436729,17977.39351477985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,409.72516
2024,488.2835607058738,11053.793992287716,2207.509295067477,173.08804782562856,19025546.147914533,17532.09708067965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,403.273
2025,450.35211655514206,11606.551413445859,2233.723602212098,182.4386680895824,20275944.95108742,17097.830550000057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,420.39978
2026,415.3673095045414,12186.950092153997,2260.2492058484745,192.29443068091834,21608522.586595565,16674.320714244106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,453.14447
2027,383.10023526650076,12796.372260634982,2287.0898026413797,202.68262456696797,23028680.019688495,16261.30113223453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,454.59616
2028,353.339771577868,13436.26927119111,2314.249133153707,213.63201292876,24542173.178381663,15858.511962488625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,454.59616
2029,325.89119683481704,14108.16505263157,2341.730982367759,225.1729128014844,26155136.28235405,15465.699799745127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,451.08044
2030,300.57491603665767,14813.659739542423,2369.5391802127365,237.33727901732033,27874106.705069833,15082.617515540313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,437.9667
2023,1025.056189476623,14662.819404131695,2720.1409368955674,164.82483370914724,8329359.543833786,21031.454492249344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,424.22745
2024,976.5243416211287,15989.757019052578,2737.390572169846,170.8630553914971,8617872.020771734,20375.05541754826,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,409.8323
2025,930.2902607372883,17436.778185803592,2754.749595128072,177.12248233924734,8916377.997079091,19739.142788300924,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,409.8323
2026,886.2451577867835,19014.750076479337,2772.2186994466733,183.6112182246403,9225223.627732255,19123.07721535597,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,401.56924
2027,844.2853944080193,20735.523307014417,2789.7985832009936,190.33766359125963,9544767.057828737,18526.23926512181,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,401.56924
2028,804.3122390545093,22612.020935662353,2807.489948893184,197.31052672966655,9875378.837901136,17948.028836746616,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,405.10464
2029,766.2316346790204,24658.33551554827,2825.293503480279,204.5388349514562,10217442.353616782,17387.86455873672,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,401.38712
2030,729.9539774168408,26889.834930162946,2843.209958402444,212.03194627633007,10571354.270361327,16845.18320440677,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,413.42883
2023,896.2142365337698,17016.750038573427,2537.954466620361,160.8949804236366,9166261.528586907,20992.537715407776,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,401.42645
2024,839.2894020541358,17923.35862065417,2581.6484467487935,169.75209656080273,9345976.8318686,20432.42951283466,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,401.42645
2025,785.9802619569817,18878.26897124178,2626.094672011871,179.0967885444041,9529215.664359327,19887.265725407666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,397.74258
2026,736.0571582031231,19884.054484066488,2671.306093226637,188.9558969625448,9716047.108980022,19356.647616698665,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,393.3866
2027,689.3050199417222,20943.425656643634,2717.29588417424,199.357739952258,9906541.603103273,18840.187089085903,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,394.64728
2028,645.5224369759306,22059.23739481,2764.0774454385314,210.3321945371737,10100770.965108927,18337.506399896814,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,394.64728
2029,604.5207920792081,23234.49670642693,2811.6644083107485,221.91078244274817,10298808.421460373,17848.237885124505,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,390.90454
2030,566.1234484243023,24472.370804984195,2860.0706387614264,234.12676063554002,10500728.634311656,17372.023690515864,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,385.6434
2023,1953.5460585388546,30133.439224607406,2680.681164906256,107.52112360012141,5481553.509493264,22599.649708288274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,679.2997
2024,1873.5111452295996,33057.52728640993,2742.7677511004435,110.62958871035966,5682717.043508358,21879.97116640253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,679.2997
2025,1796.7551857594012,36265.36294600389,2806.292309193607,113.82792039767635,5891262.931330153,21183.210555119087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,679.2997
2026,1723.1438445260312,39784.48049700515,2871.2881436933535,117.11871672940994,6107462.092576333,20508.638060343837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,668.87976
2027,1652.5482895283837,43645.086105252776,2937.789330464664,120.50465088373679,6331595.389146022,19855.547108676667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,653.66693
2028,1584.8449668891997,47880.31708189136,3005.830734595109,123.98847332114588,6563953.990084323,19223.253627319056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,642.9127
2029,1519.9153846153845,52526.52631578946,3075.448028673834,127.57301401869168,6804839.749836745,18611.095327549698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,634.05615
2030,1457.6459052174528,57623.594306705374,3146.677711493902,131.2611847688399,7054565.600384922,18018.431011017597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,571.76324
2023,1295.8488615254134,17655.143325998648,2419.4386207528987,135.5692045291004,6596750.03036409,31648.827582320147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,670.4416
2024,1243.869831049415,18518.541222763462,2463.6713971341283,142.03252872220293,6736133.156917373,30795.311053785543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,625.66644
2025,1193.9757810749577,19424.162278772765,2508.7128480936713,148.80399486959547,6878461.317900996,29964.812454195922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,625.66644
2026,1146.0830789591853,20374.07135332638,2554.5777580205504,155.89829378070633,7023796.739123853,29156.71102808234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,580.49506
2027,1100.1114467280006,21370.434284523555,2601.2811815956534,163.3308166560615,7172202.961167682,28370.40276072405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,560.0707
2028,1055.9838265137446,22415.52282747735,2648.8384487332737,171.1176884787527,7323744.867166975,27605.299926678195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,532.96466
2029,1013.6262513904337,23511.719834024898,2697.265169612996,179.27580299785868,7478488.711175864,26860.830650484942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,527.1967
2030,972.967721390049,24661.52468574351,2746.577239803578,187.82285937971727,7636502.147134357,26136.43847921965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,491.30435
2023,1540.3775195012734,24312.082827969163,2090.1952639370147,113.55003852645522,4321937.42089892,16365.761459509955,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,672.86163
2024,1445.0443986509717,26151.551696046063,2118.7760627472003,117.85750684972088,4532646.0292797135,15610.103051030505,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,683.8404
2025,1355.611392425818,28130.196040801227,2147.7476681364274,122.3283769965061,4753627.372622168,14889.335755422182,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,672.90857
2026,1271.7133459637935,30258.545974292967,2177.1154238945337,126.96884753959785,4985382.2804101985,14201.848540843448,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,571.05634
2027,1193.007703637255,32547.92832408298,2206.88474688098,131.785352191782,5228435.999205835,13546.104761833161,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,543.1826
2028,1119.1731103986997,35010.52691327799,2237.0611280239877,136.78456872577075,5483339.383061766,12920.63872465867,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,486.9464
2029,1049.908099688474,37659.44740140067,2267.650133333334,141.973428232503,5750670.141970404,12324.052411252516,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,484.61853
2030,984.9298625471541,40508.78703116543,2298.6574049270002,147.35912473065486,6031034.151178928,11755.012354415268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,471.29767
2023,1424.3162106715786,17147.19206104375,1697.8095298627268,118.05212072647939,3724571.7503458364,19584.14955565226,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,577.2133
2024,1367.0327951360139,18512.006269490757,1751.2498175532764,120.14054489671777,3798596.032156234,18732.97420231292,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,591.28613
2025,1312.0532147115255,19985.451548083107,1806.3721928385874,122.26591474389953,3874091.5151314475,17918.79302531366,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,549.4936
2026,1259.2848133270775,21576.1742820415,1863.2296011423966,124.42888386276088,3951087.4387698458,17139.998166675847,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,432.5678
2027,1208.6386613708148,23293.509057276224,1921.876654399689,126.63011741058389,4029613.6236924124,16395.051649886947,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,450.70444
2028,1160.029405818631,25147.53343705707,1982.3696835118385,128.87029231174574,4109700.4831923074,15682.482342679954,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,427.58054
2029,1113.3751263902934,27149.127098579436,2044.7667924528296,131.15009746588703,4191379.0350139798,15000.883051817917,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,418.2626
2030,1068.5971974907095,29310.035676448337,2109.127914078526,133.47023395976237,4274680.913366373,14348.907744146303,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,424.6419
2023,1935.7087948115197,33139.71054920867,2107.9275094453733,134.32271423085078,7634236.930743621,37890.272558363235,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,586.6713
2024,1826.8983609510806,34514.155100104734,2145.5134645468734,139.9735574735671,7891841.563876189,36248.87023549598,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,568.8383
2025,1724.2044000583896,35945.60370421009,2183.7696058927118,145.86212692317704,8158138.637080159,34678.573275657305,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,585.17035
2026,1627.2830917824208,37436.42056172487,2222.707883414741,151.99842352060506,8433421.462294357,33176.301402560886,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,589.14667
2027,1535.8099426676322,38989.067926272975,2262.3404601212133,158.39286893792132,8717993.248781346,31739.107777140853,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,603.29346
2028,1449.478699746812,40606.11017159403,2302.6797158960935,165.05632327814587,9012167.437096167,30364.17321706643,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,603.9011
2029,1368.000325203252,42290.21802689831,2343.7382513661187,172.0001035196688,9316268.04432428,29048.800666666666,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,594.24536
2030,1291.1020286694072,44044.17298787984,2385.5288918368124,179.2360027366115,9630630.02096902,27790.409906417302,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,554.2251
2023,1709.0779662347977,26192.66117416735,3008.494949578618,133.3304180243703,6007109.902146605,31218.503352817148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,753.9275
2024,1620.048527270811,28157.418402821004,3085.9331270508196,138.88281539494787,6239549.812308412,30159.212489242007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,730.7636
2025,1535.656817631546,30269.55550028135,3165.364550790911,144.66643619538942,6480983.783294164,29135.864960969408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,732.153
2026,1455.6612483152103,32540.127687729248,3246.840526638134,150.69090946896222,6731759.832490584,28147.241156467615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,709.76263
2027,1379.8328151954336,34981.01945778099,3330.4136810358023,156.96626524975994,6992239.443515482,27192.162847462077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,673.7861
2028,1307.9544434488337,37605.006779586,3416.137995023439,163.50295126152093,7262798.087281898,26269.491784739123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,579.5874
2029,1239.8203661327227,40425.82397003745,3504.068839103867,170.31185031185024,7543825.763224348,25378.128341596184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,515.35754
2030,1175.2355351339968,43458.23558110912,3594.2630090077723,177.40429841080444,7835727.561467392,24517.010203321814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,491.06122
2023,835.2696132753429,12589.149131652486,2087.8955549570514,157.90008125313358,9015852.882369742,21404.777639334054,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,285.62643
2024,794.6188233042606,13591.173643682923,2164.502407353234,165.4441649618194,9262084.825475035,21135.973879657475,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,340.13855
2025,755.9464205497242,14672.953595275621,2243.920037242629,173.34868673077722,9515041.608769769,20870.545789769843,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,345.2732
